# verified GAV mapping — jlawyer.thirdparty:* -> Maven Central (Task 1.3)
# columns: synthetic	status	centralGav	localSha1	centralSha1	modules	candidates	notes
# generated from scripts/lib-gav-map.txt by SHA-1 verification against repo1.maven.org

jlawyer.thirdparty:xmlrpc-client:3.1.3	CENTRAL_OK	org.apache.xmlrpc:xmlrpc-client:3.1.3	e486ad917028b52265610206fb5a1e2b5914b94b	e486ad917028b52265610206fb5a1e2b5914b94b	j-lawyer-client,j-lawyer-server/j-lawyer-server-ejb	org.apache.xmlrpc:xmlrpc-client:3.1.3	Exact sha match under org.apache.xmlrpc.
jlawyer.thirdparty:xmlrpc-common:3.1.3	CENTRAL_OK	org.apache.xmlrpc:xmlrpc-common:3.1.3	415daf1f1473a947452588906dc9f5b3575fb44d	415daf1f1473a947452588906dc9f5b3575fb44d	j-lawyer-client,j-lawyer-server/j-lawyer-server-ejb	org.apache.xmlrpc:xmlrpc-common:3.1.3	Exact sha1 match on Central.
jlawyer.thirdparty:xmlrpc-server:3.1.3	CENTRAL_OK	org.apache.xmlrpc:xmlrpc-server:3.1.3	e4ddf1852cb162139230ef733223633e362cf301	e4ddf1852cb162139230ef733223633e362cf301	j-lawyer-client,j-lawyer-server/j-lawyer-server-ejb	org.apache.xmlrpc:xmlrpc-server:3.1.3	Exact sha1 match.
jlawyer.thirdparty:xslt-runner:1.2.4-incubating	CENTRAL_OK	org.apache.odftoolkit:xslt-runner:1.2.4-incubating	80d7743442af57faec9f73189d708f5359e62428	80d7743442af57faec9f73189d708f5359e62428	j-lawyer-server	org.apache.odftoolkit:xslt-runner:1.2.4-incubating	Exact sha match on Central.
jlawyer.thirdparty:xslt-runner-task:1.2.4-incubating	CENTRAL_OK	org.apache.odftoolkit:xslt-runner-task:1.2.4-incubating	3a688f90c2661df6436bfac115059847ed7847dd	3a688f90c2661df6436bfac115059847ed7847dd	j-lawyer-server	org.apache.odftoolkit:xslt-runner-task:1.2.4-incubating	Exact sha match on Central.
jlawyer.thirdparty:commons-beanutils:1.8.0	SHA_MISMATCH	commons-beanutils:commons-beanutils:1.8.0	bf488106d269fa9e279daa637582a1d18d3489f2	0c651d5103c649c12b20d53731643e5fffceb536	j-lawyer-client	commons-beanutils:commons-beanutils:1.8.0	Version exists on Central but local sha differs (0c651d5...); no sha-1 match found anywhere; not the -core variant either.
jlawyer.thirdparty:flyway-core:11.17.2	SHA_MISMATCH	org.flywaydb:flyway-core:11.17.2	f0a87caf89ee3c84c96d97081fc3153f704a2a37	55701928bf93a2b4b9ee7710a594bfa7055e6213	j-lawyer-server	org.flywaydb:flyway-core:11.17.2	Central 11.17.2 jar exists but sha differs from local; local jar likely repackaged/rebuilt.
jlawyer.thirdparty:flyway-mysql:11.17.2	SHA_MISMATCH	org.flywaydb:flyway-mysql:11.17.2	56b1c2a6fb9766d654663673c45030bb162a80b4	a4c05cef0797733eb8c62a8c606ccf252201b8da	j-lawyer-server	org.flywaydb:flyway-mysql:11.17.2	Central 11.17.2 jar exists but sha differs from local; local jar likely repackaged/rebuilt.
jlawyer.thirdparty:jasperreports:4.5.1	SHA_MISMATCH	net.sf.jasperreports:jasperreports:4.5.1	31432ac26a7bb6d72dfb3bd9670db2069fd250c7	383828fb333b318e5f8285141390b27b004a80c1	j-lawyer-client	net.sf.jasperreports:jasperreports:4.5.1	Only groupId net.sf.jasperreports for 4.5.1; central sha 383828fb... differs from local 31432ac2... (likely repackaged local jar).
jlawyer.thirdparty:jsch:0.1.54	SHA_MISMATCH	com.jcraft:jsch:0.1.54	0d7d8aba0d11e8cd2f775f47cd3a6cfbf2837da4	-	j-lawyer-client,j-lawyer-server,j-lawyer-server-common,j-lawyer-server/j-lawyer-server-ejb	com.jcraft:jsch:0.1.54	Only groupId on Central is com.jcraft; its sha da35843 differs from local. Likely repackaged.
jlawyer.thirdparty:json-simple:2.3.0	SHA_MISMATCH	com.github.cliftonlabs:json-simple:2.3.0	b4c3335f9939ed18ac372701cf29a1b8909a170c	-	j-lawyer-client,j-lawyer-fax,j-lawyer-server,j-lawyer-server-common	com.github.cliftonlabs:json-simple:2.3.0	Only groupId on Central is cliftonlabs; its sha f371933 differs from local. Likely repackaged.
jlawyer.thirdparty:log4j-api:2.17.1	SHA_MISMATCH	org.apache.logging.log4j:log4j-api:2.17.1	104975c9e5d534eaa97cde844186d42224146e3e	-	j-lawyer-fax,j-lawyer-server,j-lawyer-server-common,j-lawyer-server-entities,j-lawyer-server/j-lawyer-server-io	org.apache.logging.log4j:log4j-api:2.17.1;org.lucee:log4j-api:2.17.1	Version exists on Central but local sha differs from Apache canonical d771af8 (and lucee 39fe14e); likely repackaged/recompiled.
jlawyer.thirdparty:log4j-core:2.17.1	SHA_MISMATCH	org.apache.logging.log4j:log4j-core:2.17.1	b4f4bca901f131ebe53fef183645181f5deef2f0	-	j-lawyer-fax,j-lawyer-server,j-lawyer-server-common,j-lawyer-server-entities,j-lawyer-server/j-lawyer-server-io	org.apache.logging.log4j:log4j-core:2.17.1;org.lucee:log4j-core:2.17.1	Version on Central but local sha differs from Apache canonical 779f60f (and lucee 511f797); likely repackaged.
jlawyer.thirdparty:log4j-slf4j-impl:2.17.1	SHA_MISMATCH	org.apache.logging.log4j:log4j-slf4j-impl:2.17.1	8bfdf3e236ce1be440ce258450023a29b9feea6b	-	j-lawyer-fax,j-lawyer-server,j-lawyer-server-common,j-lawyer-server-entities,j-lawyer-server/j-lawyer-server-io	org.apache.logging.log4j:log4j-slf4j-impl:2.17.1	Only Apache groupId on Central; its sha 84692d4 differs from local. Likely repackaged.
jlawyer.thirdparty:tika-app:1.22	SHA_MISMATCH	org.apache.tika:tika-app:1.22	5a245fb3dcc78ad881c3990bd9e05da9a3efe006	b0f63b7a8f0459b60359dfa19afbaf8b766b5ce2	j-lawyer-server/j-lawyer-server-ejb	org.apache.tika:tika-app:1.22	Only org.apache.tika publishes 1.22; central sha b0f63b7 differs from local 5a245fb.
jlawyer.thirdparty:zip4j_1.3.2:0.0.0	SHA_MISMATCH	net.lingala.zip4j:zip4j:1.3.2	3e20955923c5b61bfbcd4590a87720643c729695	4ba84e98ee017b74cb52f45962f929a221f3074c	j-lawyer-server	net.lingala.zip4j:zip4j:1.3.2;com.github.axet:zip4j:1.3.2-2	Filename implies v1.3.2. net.lingala.zip4j:zip4j:1.3.2 exists but sha1 differs; local jar is a divergent/repackaged build.
jlawyer.thirdparty:bizcal:0.0.6	NOT_ON_CENTRAL	-	f53f6f8f8a15ba545b5774506ee74b7d54e39b9c	-	j-lawyer-client	-	No docs for a:bizcal v:0.0.6 on Central; not published there.
jlawyer.thirdparty:bizcalDemoApplication:0.0.0	NOT_ON_CENTRAL	-	91e32a82f3bb230d06c379243fa611c061856f38	-	j-lawyer-client	-	0 docs for artifactId; bizcal demo app, not on Central.
jlawyer.thirdparty:concurrent:0.0.0	NOT_ON_CENTRAL	-	5961f7c358d724a0339082ceff8fd23fbb20bb25	-	j-lawyer-client	concurrent:concurrent:1.0;concurrent:concurrent:1.3.1;concurrent:concurrent:1.3.2;concurrent:concurrent:1.3.3;concurrent:concurrent:1.3.4	Checked all concurrent:concurrent versions; no sha match. Likely repackaged build.
jlawyer.thirdparty:config_schulung:0.0.0	NOT_ON_CENTRAL	-	e0d6f612fc74b28cbf0e2fcd5f9827472a89f2e9	-	j-lawyer-client	-	0 docs on Central. Proprietary/local config jar, not published.
jlawyer.thirdparty:dsn:0.0.0	NOT_ON_CENTRAL	-	bca7ac84d731873b314655e8fc85c5f1da34b943	-	j-lawyer-client	com.sun.mail:dsn;org.eclipse.angus:dsn	Contains com.sun.mail.dsn classes but local sha matches no com.sun.mail/angus dsn version (1.4.2-2.0.3). Repackaged.
jlawyer.thirdparty:eclipselink:2.3.0	NOT_ON_CENTRAL	-	10d09186c854fe95ab25ff6c87a39c5c3d267a1e	-	j-lawyer-client,j-lawyer-server-entities	org.eclipse.persistence:eclipselink	org.eclipse.persistence:eclipselink on Central only has 2.7.x+ and 4.x/5.x; 2.3.0 not present (was on the EclipseLink/maven.eclipse.org repo).
jlawyer.thirdparty:eclipselink-jpa-modelgen:2.3.0	NOT_ON_CENTRAL	-	27d1c528609a61d21d9df404d330518a86367f9d	-	j-lawyer-server	-	0 docs for this artifactId/version on Central. EclipseLink 2.3.0 modelgen distributed via Eclipse repo; modern coord is org.eclipse.persistence.jpa.modelgen.processor.
jlawyer.thirdparty:flatlaf:3.5.4-no-natives	NOT_ON_CENTRAL	-	3f1878899b9d9f4f18cc958f49170b314c31ea69	-	j-lawyer-client	com.formdev:flatlaf:3.5.4	Locally repackaged 'no-natives' variant; canonical com.formdev:flatlaf:3.5.4 has sha cd61f9fc... which differs. Variant not on Central.
jlawyer.thirdparty:forms:1.0.6	NOT_ON_CENTRAL	-	5e1c64b6e0c22afc003cf119b2c94179c8440777	-	j-lawyer-client	-	No docs for a:forms v:1.0.6 on Central; JGoodies forms uses different g:a.
jlawyer.thirdparty:ical4j:1.0-beta3	NOT_ON_CENTRAL	-	a54d4189faf2a541d0daec37427004ca4c24072d	-	j-lawyer-client	-	No docs for ical4j 1.0-beta3 on Central; beta not published.
jlawyer.thirdparty:j-lawyer-bea-wrapper:0.0.0	NOT_ON_CENTRAL	-	2009c729079709ccabe054eb8cfaef0cdde06136	-	j-lawyer-proprietary	-	Project-internal proprietary wrapper; not published to Central.
jlawyer.thirdparty:j-lawyer-cloud:0.0.0	NOT_ON_CENTRAL	-	5f3244be900326096da7395eccacc77e6bff0ba6	-	j-lawyer-client,j-lawyer-server/j-lawyer-server-ejb	-	0 docs on Central. Project-internal jlawyer module (j-lawyer-cloud), not published. Proprietary.
jlawyer.thirdparty:j-lawyer-invoicing:0.0.0	NOT_ON_CENTRAL	-	e47f8f6c647e0cd8af845db104fa08328dea9a9d	-	j-lawyer-client	-	0 docs on Central; this is the project's own reactor module (j-lawyer-invoicing), not published.
jlawyer.thirdparty:jai_codec:0.0.0	NOT_ON_CENTRAL	-	352e5af4d1fe89657b2e3211eaafbe56b4a60c57	-	j-lawyer-client	com.sun.media:jai_codec:1.1.2_01	Only com.sun.media:jai_codec:1.1.2_01 exists and it ships POM only (no jar) due to JAI licensing; no sha to match.
jlawyer.thirdparty:jai_core:1.1.3	NOT_ON_CENTRAL	-	b179d2efb1174658483e8b41bf4ac9d2eb5de438	-	j-lawyer-client	javax.media:jai_core:1.1.3	javax.media:jai_core:1.1.3 publishes only .pom and -javadoc.jar (no main jar; jar.sha1 404) due to JAI licensing; cannot verify.
jlawyer.thirdparty:jai_imageio:0.0.0	NOT_ON_CENTRAL	-	8a894c6ee89b4f3603c16d3726ae12c4211145bc	-	j-lawyer-client	com.sun.media:jai_imageio:1.1;com.sun.media:jai_imageio:1.0_01	com.sun.media:jai_imageio on Central is pom-only (no main jar; needs separate Sun licensing). Local binary not recoverable.
jlawyer.thirdparty:java-sepa-xml:1.0.1	NOT_ON_CENTRAL	-	313efc9776842ebc452186512358bb517a5214d4	-	j-lawyer-client	-	Central search returns 0 docs for artifactId java-sepa-xml; likely proprietary/repackaged, not on Central.
jlawyer.thirdparty:javaee-doc-api:0.0.0	NOT_ON_CENTRAL	-	3abbcb558ae2295391851368c7372a2577f7b868	-	j-lawyer-server/j-lawyer-io,j-lawyer-server/j-lawyer-server-io	-	Search by artifactId returns 0 docs on Central; proprietary/repackaged javadoc spec jar.
jlawyer.thirdparty:javafx.base:0.0.0	NOT_ON_CENTRAL	-	8639a627e920684b769ce692f7a472953c8ac26e	-	j-lawyer-client	org.openjfx:javafx-base:17.0.9	JavaFX SDK module jar (javafx.base.jar, no version). org.openjfx:javafx-base on Central is platform-classified; no sha match across 17.0.9 classifiers.
jlawyer.thirdparty:javafx.controls:0.0.0	NOT_ON_CENTRAL	-	4ebb9586bc38e42078bcb88cea77e01d95b34724	-	j-lawyer-client	-	0 docs for artifactId javafx.controls. JDK-bundled JavaFX runtime jar; Central uses org.openjfx:javafx-controls (hyphen).
jlawyer.thirdparty:javafx.fxml:0.0.0	NOT_ON_CENTRAL	-	1b8a331d5f393b48de0aef59b3c967a312967290	-	j-lawyer-client	org.openjfx:javafx-fxml:17.0.9	JavaFX SDK module jar (javafx.fxml.jar, no version). Central org.openjfx:javafx-fxml has only platform-classified jars; no sha match. Not on Central in this form.
jlawyer.thirdparty:javafx.graphics:0.0.0	NOT_ON_CENTRAL	-	f1c84000a7445e2fba4d57da8b36800d70a9924b	-	j-lawyer-client	org.openjfx:javafx-graphics:17.0.9	JavaFX SDK module jar (javafx.graphics.jar, no version). org.openjfx:javafx-graphics on Central is platform-classified; no sha match.
jlawyer.thirdparty:javafx.media:0.0.0	NOT_ON_CENTRAL	-	5dfe6adbd813995b89ec3f0c46ae0ba8020927ad	-	j-lawyer-client	-	0 docs for artifactId javafx.media. JDK-bundled JavaFX runtime jar; Central uses org.openjfx:javafx-media (hyphen).
jlawyer.thirdparty:javafx.swing:0.0.0	NOT_ON_CENTRAL	-	cb57db3e5bd1e2b62b17c8a504858bfc26fa54b1	-	j-lawyer-client	-	0 docs for artifactId javafx.swing. JDK-bundled JavaFX runtime jar; Central uses org.openjfx:javafx-swing (hyphen).
jlawyer.thirdparty:javafx.web:0.0.0	NOT_ON_CENTRAL	-	d53b8ed6aa809a4270817d2615531b882619ec57	-	j-lawyer-client	-	0 docs for artifactId javafx.web. JDK-bundled JavaFX runtime jar; Central uses org.openjfx:javafx-web (hyphen).
jlawyer.thirdparty:javax.annotation:0.0.0	NOT_ON_CENTRAL	-	50857ae5e9522d3a52f6644f71fec9059d665678	-	j-lawyer-server-entities	org.glassfish:javax.annotation:3.1.1;org.eclipse.jetty.orbit:javax.annotation:1.1.0.v201108011116	Checked glassfish/jetty/realityforge/netbeans candidates; none match local sha. Repackaged jar, ambiguous many groupIds.
jlawyer.thirdparty:javax.annotation-api:0.0.0	NOT_ON_CENTRAL	-	41f33024c48bd0c946fb669a113be64b0b0c6c33	-	j-lawyer-server/j-lawyer-io,j-lawyer-server/j-lawyer-server-io	javax.annotation:javax.annotation-api:1.3.2;one.gfw:javax.annotation-api:1.3.2	Checked javax.annotation versions 1.2-b01..1.3.2 plus one.gfw/workaround mirrors; none match local shas. Repackaged jar.
jlawyer.thirdparty:javax.xml.soap-api:0.0.0	NOT_ON_CENTRAL	-	abffc819ccce22c100d6b848494950965d5ade8b	-	j-lawyer-server/j-lawyer-io,j-lawyer-server/j-lawyer-server-io	javax.xml.soap:javax.xml.soap-api:1.4.0;com.liferay:javax.xml.soap-api:1.4.0.LIFERAY-PATCHED-1	Checked all javax.xml.soap versions 1.3.5-1.4.0 plus liferay patch; none match local shas. Repackaged WildFly jar.
jlawyer.thirdparty:jaxb-api-osgi:0.0.0	NOT_ON_CENTRAL	-	d90583895281703b1e1cb1d1805587431991913a	-	j-lawyer-server-entities,j-lawyer-server/j-lawyer-io,j-lawyer-server/j-lawyer-server-io	javax.xml.bind:jaxb-api-osgi:2.2.7	Checked javax.xml.bind:jaxb-api-osgi 2.2-2.2.7; none match the 3 local shas. Repackaged WildFly OSGi jar.
jlawyer.thirdparty:jaxws-api:0.0.0	NOT_ON_CENTRAL	-	2288ea4b9a46399468e1192158772b6f80533c74	-	j-lawyer-server/j-lawyer-io,j-lawyer-server/j-lawyer-server-io	javax.xml.ws:jaxws-api:2.3.1;com.liferay:jaxws-api:2.3.0.LIFERAY-PATCHED-1	Checked javax.xml.ws:jaxws-api 2.0-2.3.1 plus liferay patch; none match local shas. Repackaged WildFly jar.
jlawyer.thirdparty:jboss-client:0.0.0	NOT_ON_CENTRAL	-	eb7f4bcc572fea28122a4a43eb91dc356a073c7d	-	j-lawyer-client,j-lawyer-server,j-lawyer-server-api,j-lawyer-server-entities	jboss:jboss-client:3.2.1;jboss:jboss-client:3.2.3;jboss:jboss-client:4.0.2	Only legacy jboss:jboss-client (3.x/4.0.2) on Central; no sha match for any of 3 local shas. Local is WildFly client aggregate, proprietary/repackaged.
jlawyer.thirdparty:jcifs:1.3.18	NOT_ON_CENTRAL	-	29d62325100eac2bb3c25b44434acdc4d698c401	-	j-lawyer-client,j-lawyer-server,j-lawyer-server-common,j-lawyer-server/j-lawyer-server-ejb	jcifs:jcifs:1.3.17;org.codelibs:jcifs:1.3.18.1;org.samba.jcifs:jcifs:1.3.3	Exact version 1.3.18 not on Central (404); only 1.3.17 and codelibs 1.3.18.x exist. Original jcifs.jar from samba.org.
jlawyer.thirdparty:jortho:0.0.0	NOT_ON_CENTRAL	-	d4d0c56d5393d60c45d551eb8d42dcfe1297565b	-	j-lawyer-client	io.github.geniot:jortho:1.0;io.github.geniot:jortho:1.1	Only io.github.geniot republished jortho (1.0/1.1); neither sha matches local. Local is original JOrtho repackaging, not on Central.
jlawyer.thirdparty:jsr181-api:0.0.0	NOT_ON_CENTRAL	-	ce8248b209fc84fbc06f99b891c3ff850e3665ec	-	j-lawyer-server/j-lawyer-io,j-lawyer-server/j-lawyer-server-io	javax.jws:jsr181-api:1.0-MR1	Only Central version 1.0-MR1 (sha 401cc1d0...) does not match either local sha; repackaged WildFly spec jar.
jlawyer.thirdparty:libintl:0.0.0	NOT_ON_CENTRAL	-	448243b29395076b3de14d90390339672bef8c11	-	j-lawyer-server	org.gnu.gettext:libintl:0.18.3;org.gnu.gettext:libintl:0.18.2	Only 0.18.2/0.18.3 on Central (org.gnu.gettext); neither sha matches local. True version not on Central.
jlawyer.thirdparty:lu.tudor.santec.i18n:0.0.0	NOT_ON_CENTRAL	-	949829474d568bd113e7a707b717cb5a20f3bdbb	-	j-lawyer-client	-	0 docs for artifactId; proprietary santec i18n lib, not on Central.
jlawyer.thirdparty:org.eclipse.persistence.jpa.jpql_1.0.0:0.0.0	NOT_ON_CENTRAL	-	3d4c3416889fdc5c149d97382020f4ac6c736377	-	j-lawyer-server-entities	org.eclipse.persistence:org.eclipse.persistence.jpa.jpql:2.7.16	ArtifactId is an OSGi bundle symbolic name (_1.0.0 suffix); returns 0 docs. Central artifactId is org.eclipse.persistence.jpa.jpql. Repackaged.
jlawyer.thirdparty:pdftest:9.0.0	NOT_ON_CENTRAL	-	80bf0cef5121276debaa067b5a6a2cbef806ff40	-	j-lawyer-client	com.itextpdf:pdftest:7.1.16;io.jdev.pdf:pdftest:0.2	com.itextpdf:pdftest only goes up to 7.x (no 9.0.0); 9.0.0 jar 404s; local sha matches nothing. Likely locally repackaged iText test jar.
jlawyer.thirdparty:pop3:0.0.0	NOT_ON_CENTRAL	-	ff4fb60b0700f3f85f7df7c521717cb08379223c	-	j-lawyer-client	com.sun.mail:pop3:*;org.eclipse.angus:pop3:*	Unknown version (0.0.0). pop3 provider exists on Central (com.sun.mail/eclipse.angus) but local jar likely an old/repackaged javax.mail pop3; no sha match attempted to a single version reliably.
jlawyer.thirdparty:sam:0.0.0	NOT_ON_CENTRAL	-	c503a027647fde6b66f60ff6863c68e0f2a5dfaf	-	j-lawyer-client	org.primefaces.themes:sam;software.amazon.awscdk:sam	Jar contains org.bushe.swing (EventBus) classes; Central 'sam' artifacts are unrelated. Repackaged/renamed.
jlawyer.thirdparty:swing-layout:1.0.4	NOT_ON_CENTRAL	-	6887e101a8c508c851ad137f8cbe09fd1565ac6e	-	j-lawyer-client	org.swinglabs:swing-layout:1.0.3;net.java.dev.swing-layout:swing-layout:1.0.2	v1.0.4 not on Central (max is 1.0.3); local sha matches no 1.0.x candidate. NetBeans-bundled build.
jlawyer.thirdparty:swingx:0.0.0	NOT_ON_CENTRAL	-	8177b17985dfc5f3f3a95cb1ae613e8571c5cab4	-	j-lawyer-client	org.swinglabs:swingx:1.6.1;org.swixml:swingx:2.6.20130530;nl.demon.shadowland.freedumbytes.swingx:swingx:2.4.1	Local sha matches no swingx jar on Central (checked org.swinglabs all versions, swixml, freedumbytes); repackaged/custom build.
jlawyer.thirdparty:webservices-api-osgi:0.0.0	NOT_ON_CENTRAL	-	10489f8c7ea64c545ce72b590becfc280bbdf7a3	-	j-lawyer-server-entities	org.glassfish.metro:webservices-api-osgi:4.0.4	Checked org.glassfish.metro versions 2.4.8-4.0.4; none match local sha. Repackaged WildFly Metro OSGi jar.
